Date,Chaîne,Programme,Genre,Heure,Durée,Jour semaine,Audience,Feature,Vacances scolaires,Jour férié,Météo,Concurrence sur autres chaînes,Présence d'un match de foot,Nombre d'épisodes déjà diffusés,Réseaux sociaux,Type de programme,Part d'audience,Position,Article URL,Date publication,Article publié le lendemain,Titre article,Programme URL,Source
2026-05-28,France 2,Envoyé spécial,Magazine,1ère partie de soirée,,Jeudi,1158000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000) | France 5 - Mystères du système solaire (756 000),Non,,,Documentaire / magazine,"10,4 %",3,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/envoye-special-f31521627,fig-tv-audience table
2026-05-28,TMC,Mon Coluche à moi,Documentaire,1ère partie de soirée,,Jeudi,1101000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | M6 - A quel prix ? (1 028 000) | France 5 - Mystères du système solaire (756 000),Non,,,Documentaire / magazine,"9,3 %",4,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/mon-coluche-a-moi-f1860953132,fig-tv-audience table
2026-05-28,M6,A quel prix ?,Film,1ère partie de soirée,,Jeudi,1028000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | France 5 - Mystères du système solaire (756 000),Non,,,Fiction,"8,6 %",5,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/a-quel-prix-f1524216421,fig-tv-audience table
2026-05-28,France 5,Mystères du système solaire,Documentaire,1ère partie de soirée,,Jeudi,756000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Documentaire / magazine,"6,4 %",6,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/mysteres-du-systeme-solaire-f107953484,fig-tv-audience table
2026-05-28,W9,Y'a que la vérité qui compte,Divertissement,1ère partie de soirée,,Jeudi,615000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Divertissement,"5,3 %",7,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/y-a-que-la-verite-qui-compte-f1979589690,fig-tv-audience table
2026-05-28,TFX,Prête-moi ta main,Film,1ère partie de soirée,,Jeudi,441000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Fiction,"3,9 %",8,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/prete-moi-ta-main-f1086655944,fig-tv-audience table
2026-05-28,TF1 Séries Films,"New York, section criminelle",Série,1ère partie de soirée,,Jeudi,429000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Fiction,"3,6 %",9,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/new-york-section-criminelle-f1724083066,fig-tv-audience table
2026-05-28,Arte,Etty,Série,1ère partie de soirée,,Jeudi,240000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Fiction,"2,1 %",10,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/etty-f110958016,fig-tv-audience table
2026-05-28,CSTAR,Au coeur de l'enquête,Documentaire,1ère partie de soirée,,Jeudi,220000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Documentaire / magazine,"1,9 %",11,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/au-coeur-de-l-enquete-f1553476475,fig-tv-audience table
2026-05-28,RMC Story,La folie du camping-car : des vacances pas comme les autres,Documentaire,1ère partie de soirée,,Jeudi,204000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Documentaire / magazine,"1,8 %",12,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/la-folie-du-camping-car-des-vacances-pas-comme-les-autres-f382076423,fig-tv-audience table
2026-05-28,RMC Découverte,Vintage Mecanic,Documentaire,1ère partie de soirée,,Jeudi,171000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Documentaire / magazine,"1,5 %",13,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/vintage-mecanic-f913291680,fig-tv-audience table
2026-05-28,6ter,Vive le camping,Documentaire,1ère partie de soirée,,Jeudi,142000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Documentaire / magazine,"1,4 %",14,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/vive-le-camping-f1435808623,fig-tv-audience table
2026-05-28,Chérie 25,Fringe,Série,1ère partie de soirée,,Jeudi,130000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Fiction,"1,1 %",15,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/fringe-f1105418775,fig-tv-audience table
2026-05-28,Gulli,Tous fous de concours insolites,Divertissement,1ère partie de soirée,,Jeudi,57000,,Non,Non,,France 3 - Meurtres à... (2 944 000) | TF1 - Balle perdue 2 (1 737 000) | France 2 - Envoyé spécial (1 158 000) | TMC - Mon Coluche à moi (1 101 000) | M6 - A quel prix ? (1 028 000),Non,,,Divertissement,"0,6 %",16,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-france-3-leader-avec-meurtres-a-m6-derriere-tmc-avec-julien-courbet-20260529,2026-05-29,Oui,"Audiences : France 3 leader avec Meurtres à , M6 derrière TMC avec Julien Courbet",https://tvmag.lefigaro.fr/programme-tv/programme/tous-fous-de-concours-insolites-f1448903889,fig-tv-audience table
2026-05-27,France 2,L'or bleu,Série,1ère partie de soirée,,Mercredi,2505000,,Non,Non,,TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000) | Arte - Benedetta (869 000),Non,,,Fiction,"19,5 %",1,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/l-or-bleu-f954549284,fig-tv-audience table
2026-05-27,TF1,Grey's Anatomy,Série,1ère partie de soirée,,Mercredi,1749000,,Non,Non,,France 2 - L'or bleu (2 505 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000) | Arte - Benedetta (869 000),Non,,,Fiction,"13,6 %",2,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/grey-s-anatomy-f188891109,fig-tv-audience table
2026-05-27,M6,Top chef,Divertissement,1ère partie de soirée,,Mercredi,1507000,Finale,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000) | Arte - Benedetta (869 000),Non,Finale,,Divertissement,"11,8 %",3,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/top-chef-f1811162058,fig-tv-audience table
2026-05-27,France 3,Apocalypse : Les débarquements,Documentaire,1ère partie de soirée,,Mercredi,1264000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | TMC - Retour vers le futur 3 (922 000) | Arte - Benedetta (869 000),Non,,,Documentaire / magazine,"9,9 %",4,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/apocalypse-les-debarquements-f1852695923,fig-tv-audience table
2026-05-27,TMC,Retour vers le futur 3,Film,1ère partie de soirée,,Mercredi,922000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | Arte - Benedetta (869 000),Non,,,Fiction,"8,6 %",5,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/retour-vers-le-futur-3-f1451402454,fig-tv-audience table
2026-05-27,Arte,Benedetta,Film,1ère partie de soirée,,Mercredi,869000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"7,3 %",6,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/benedetta-f825286253,fig-tv-audience table
2026-05-27,W9,Enquêtes criminelles,Magazine,1ère partie de soirée,,Mercredi,742000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Documentaire / magazine,"6,0 %",7,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/enquetes-criminelles-f1243696979,fig-tv-audience table
2026-05-27,TF1 Séries Films,Le grand restaurant,Film,1ère partie de soirée,,Mercredi,686000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"5,5 %",8,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/le-grand-restaurant-f1947478001,fig-tv-audience table
2026-05-27,CSTAR,Criminal Squad,Film,1ère partie de soirée,,Mercredi,387000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"3,6 %",9,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/criminal-squad-f391108422,fig-tv-audience table
2026-05-27,6ter,Fast & Furious : Tokyo Drift,Film,1ère partie de soirée,,Mercredi,330000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"2,8 %",10,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/fast-furious-tokyo-drift-f1155766832,fig-tv-audience table
2026-05-27,TFX,Cleaners les experts du ménage,Magazine,1ère partie de soirée,,Mercredi,322000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Documentaire / magazine,"2,7 %",11,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/cleaners-les-experts-du-menage-f403355355,fig-tv-audience table
2026-05-27,RMC Story,La chute du Faucon noir,Film,1ère partie de soirée,,Mercredi,280000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"2,7 %",12,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/la-chute-du-faucon-noir-f1259391218,fig-tv-audience table
2026-05-27,France 5,La grande librairie,Magazine,1ère partie de soirée,,Mercredi,300000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Documentaire / magazine,"2,4 %",13,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/la-grande-librairie-f1144042,fig-tv-audience table
2026-05-27,RMC Découverte,Flic story,Film,1ère partie de soirée,,Mercredi,190000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"1,5 %",14,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/flic-story-f1416663868,fig-tv-audience table
2026-05-27,Chérie 25,Cold Case,Série,1ère partie de soirée,,Mercredi,162000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"1,3 %",15,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/cold-case-f748610737,fig-tv-audience table
2026-05-27,Gulli,The Middle,Série,1ère partie de soirée,,Mercredi,112000,,Non,Non,,France 2 - L'or bleu (2 505 000) | TF1 - Grey's Anatomy (1 749 000) | M6 - Top chef (1 507 000) | France 3 - Apocalypse : Les débarquements (1 264 000) | TMC - Retour vers le futur 3 (922 000),Non,,,Fiction,"0,9 %",16,https://tvmag.lefigaro.fr/programme-tv/audiences-tv/audiences-l-or-bleu-en-forte-baisse-sur-france-2-20260528,2026-05-28,Oui,Audiences : L’Or bleu en forte baisse sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/the-middle-f963691469,fig-tv-audience table
2026-05-26,France 2,Rendez-vous en terre inconnue,Magazine,1ère partie de soirée,,Mardi,2749000,Baisse,Non,Non,,"TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000) | 6ter - Rush Hour (509 000)",Non,,,Documentaire / magazine,"21,7 %",1,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/rendez-vous-en-terre-inconnue-f341830142,fig-tv-audience table
2026-05-26,TF1,Koh-Lanta,Divertissement,1ère partie de soirée,,Mardi,2471000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000) | 6ter - Rush Hour (509 000)",Non,,,Divertissement,"18,5 %",2,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/koh-lanta-f927725529,fig-tv-audience table
2026-05-26,France 3,Alexandra Ehle,Série,1ère partie de soirée,,Mardi,2350000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000) | 6ter - Rush Hour (509 000)",Non,,,Fiction,"18,0 %",3,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/alexandra-ehle-f854543344,fig-tv-audience table
2026-05-26,M6,Scènes de ménages,Série,1ère partie de soirée,,Mardi,1747000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | Arte - Rideau de fer, l'occupation soviétique (610 000) | 6ter - Rush Hour (509 000)",Non,,,Fiction,"12,9 %",4,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/scenes-de-menages-f269561899,fig-tv-audience table
2026-05-26,Arte,"Rideau de fer, l'occupation soviétique",Documentaire,1ère partie de soirée,,Mardi,610000,,Non,Non,,France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | 6ter - Rush Hour (509 000),Non,,,Documentaire / magazine,"4,5 %",5,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/rideau-de-fer-l-occupation-sovietique-f722798030,fig-tv-audience table
2026-05-26,6ter,Rush Hour,Film,1ère partie de soirée,,Mardi,509000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000)",Non,,,Fiction,"4,0 %",6,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/rush-hour-f1901295530,fig-tv-audience table
2026-05-26,France 5,Enquête de santé,Magazine,1ère partie de soirée,,Mardi,495000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000)",Non,,,Documentaire / magazine,"3,6 %",7,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/enquete-de-sante-f755883342,fig-tv-audience table
2026-05-26,TFX,Apprentis parents,Divertissement,1ère partie de soirée,,Mardi,326000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000)",Non,,,Divertissement,"2,6 %",8,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/apprentis-parents-f900514476,fig-tv-audience table
2026-05-26,TF1 Séries Films,Camping Paradis,Série,1ère partie de soirée,,Mardi,326000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000)",Non,,,Fiction,"2,6 %",9,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/camping-paradis-f49145643,fig-tv-audience table
2026-05-26,TMC,90' Enquêtes,Magazine,1ère partie de soirée,,Mardi,309000,,Non,Non,,"France 2 - Rendez-vous en terre inconnue (2 749 000) | TF1 - Koh-Lanta (2 471 000) | France 3 - Alexandra Ehle (2 350 000) | M6 - Scènes de ménages (1 747 000) | Arte - Rideau de fer, l'occupation soviétique (610 000)",Non,,,Documentaire / magazine,"2,4 %",10,https://tvmag.lefigaro.fr/programme-tv/actu-tele/audiences-rendez-vous-en-terre-inconnue-perd-des-telespectateurs-sur-france-2-20260527,2026-05-27,Oui,Audiences : «Rendez-vous en terre inconnue» perd des téléspectateurs sur France 2,https://tvmag.lefigaro.fr/programme-tv/programme/90-enquetes-f1007919977,fig-tv-audience table
